team,player,Nation,Pos,Age,Born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,League,Season
,,,,,,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,,
Alavés,Antonio Sivera,ESP,GK,20,1996,1,1,63,0.7,,,1,1,,,,1,,,,,,,,La Liga,2017-2018
Alavés,Fernando Pacheco,ESP,GK,25,1992,38,37,3357,37.3,50,1.34,171,121,74.9,15,2,20,12,32.4,10,7,2,1,22.2,La Liga,2017-2018
Athletic Club,Iago Herrerín,ESP,GK,29,1988,8,8,720,8.0,6,0.75,30,23,86.7,3,4,1,4,50.0,3,2,1,0,33.3,La Liga,2017-2018
Athletic Club,Kepa Arrizabalaga,ESP,GK,22,1994,30,30,2700,30.0,43,1.43,136,94,69.1,7,9,14,7,23.3,3,1,2,0,66.7,La Liga,2017-2018
Atlético Madrid,Axel Werner,ARG,GK,21,1996,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,La Liga,2017-2018
Atlético Madrid,Jan Oblak,SVN,GK,24,1993,37,37,3330,37.0,22,0.59,126,102,83.3,22,10,5,22,59.5,4,1,3,0,75.0,La Liga,2017-2018
Barcelona,Jasper Cillessen,NED,GK,28,1989,1,1,90,1.0,1,1.00,7,6,85.7,1,0,0,0,0.0,0,0,0,0,,La Liga,2017-2018
Barcelona,Marc-André ter Stegen,GER,GK,25,1992,37,37,3330,37.0,28,0.76,126,98,79.4,27,9,1,19,51.4,2,2,0,0,0.0,La Liga,2017-2018
Betis,Antonio Adán,ESP,GK,30,1987,30,30,2700,30.0,53,1.77,132,82,62.1,14,4,12,9,30.0,4,3,1,0,25.0,La Liga,2017-2018
Betis,Dani Giménez,ESP,GK,34,1983,4,4,309,3.4,0,0.00,8,8,100.0,3,1,0,3,75.0,0,0,0,0,,La Liga,2017-2018
Betis,Pedro López,ESP,GK,22,1995,5,4,411,4.6,8,1.75,16,8,50.0,1,1,2,1,25.0,0,0,0,0,,La Liga,2017-2018
Celta Vigo,Brais Méndez,ESP,"MF,FW",20,1997,1,0,,10.5,,,,,,,,,,,,,,,,La Liga,2017-2018
Celta Vigo,Rubén Blanco,ESP,GK,22,1995,22,22,1941,21.6,31,1.44,86,55,67.4,10,4,8,4,18.2,4,3,0,1,0.0,La Liga,2017-2018
Celta Vigo,Sergio Álvarez,ESP,GK,30,1986,17,16,1475,16.4,29,1.77,75,47,62.7,3,6,7,3,18.8,1,1,0,0,0.0,La Liga,2017-2018
Eibar,Asier Riesgo,ESP,GK,33,1983,1,1,90,1.0,1,1.00,5,4,80.0,1,0,0,0,0.0,0,0,0,0,,La Liga,2017-2018
Eibar,Marko Dmitrović,SRB,GK,25,1992,36,36,3240,36.0,49,1.36,124,78,63.7,13,8,15,10,27.8,4,4,0,0,0.0,La Liga,2017-2018
Eibar,Yoel,ESP,GK,28,1988,1,1,90,1.0,0,0.00,5,5,100.0,0,1,0,1,100.0,0,0,0,0,,La Liga,2017-2018
Espanyol,Diego López,ESP,GK,35,1981,10,10,854,9.5,11,1.16,40,30,75.0,3,5,2,3,30.0,2,1,1,0,50.0,La Liga,2017-2018
Espanyol,Pau López,ESP,GK,22,1994,29,28,2566,28.5,31,1.09,124,92,77.4,9,8,11,9,32.1,4,3,1,0,25.0,La Liga,2017-2018
Getafe,Emiliano Martínez,ARG,GK,24,1992,5,5,450,5.0,7,1.40,19,12,68.4,2,1,2,2,40.0,1,1,0,0,0.0,La Liga,2017-2018
Getafe,Vicente Guaita,ESP,GK,30,1987,33,33,2970,33.0,26,0.79,111,84,77.5,13,9,11,12,36.4,3,1,1,1,50.0,La Liga,2017-2018
Girona,Gorka Iraizoz,ESP,GK,36,1981,9,8,765,8.5,13,1.53,36,25,63.9,1,3,4,2,25.0,0,0,0,0,,La Liga,2017-2018
Girona,Yassine Bounou,MAR,GK,26,1991,30,30,2655,29.5,46,1.56,139,94,69.8,13,6,11,9,30.0,5,4,0,1,0.0,La Liga,2017-2018
La Coruña,Costel Pantilimon,ROU,GK,30,1987,6,6,540,6.0,9,1.50,26,18,69.2,3,0,3,1,16.7,1,1,0,0,0.0,La Liga,2017-2018
La Coruña,Francis Uzoho,NGA,GK,18,1998,2,2,180,2.0,2,1.00,9,7,88.9,0,1,1,1,50.0,1,1,0,0,0.0,La Liga,2017-2018
La Coruña,Maksym Koval,UKR,GK,24,1992,2,2,121,1.3,3,2.23,5,2,40.0,,1,1,,,,,,,,La Liga,2017-2018
La Coruña,Przemysław Tytoń,POL,GK,30,1987,2,1,97,1.1,4,3.71,5,1,20.0,0,0,1,0,0.0,0,0,0,0,,La Liga,2017-2018
La Coruña,Rubén,ESP,GK,33,1984,28,27,2477,27.5,58,2.11,134,77,58.2,3,9,15,4,14.8,3,2,1,0,33.3,La Liga,2017-2018
Las Palmas,Leandro Chichizola,ARG,GK,27,1990,27,27,2430,27.0,47,1.74,149,103,70.5,4,5,18,4,14.8,3,3,0,0,0.0,La Liga,2017-2018
Las Palmas,Raúl Lizoain,ESP,GK,26,1991,11,11,990,11.0,27,2.45,66,39,62.1,1,2,8,1,9.1,2,2,0,0,0.0,La Liga,2017-2018
Leganés,Iván Cuéllar,ESP,GK,33,1984,35,35,3150,35.0,43,1.23,139,95,72.7,11,7,17,14,40.0,6,5,1,0,16.7,La Liga,2017-2018
Leganés,Jon Ander Serantes,ESP,GK,27,1989,1,1,90,1.0,2,2.00,8,6,75.0,1,0,0,0,0.0,0,0,0,0,,La Liga,2017-2018
Leganés,Nereo Champagne,ARG,GK,32,1985,2,2,180,2.0,6,3.00,9,3,44.4,0,0,2,0,0.0,1,1,0,0,0.0,La Liga,2017-2018
Levante,Koke Vegas,ESP,GK,21,1995,1,1,90,1.0,4,4.00,8,4,50.0,0,0,1,0,0.0,0,0,0,0,,La Liga,2017-2018
Levante,Oier Olazábal,ESP,GK,27,1989,26,26,2340,26.0,39,1.50,122,85,72.1,9,7,10,7,26.9,6,5,0,1,0.0,La Liga,2017-2018
Levante,Raúl Fernández,ESP,GK,29,1988,11,11,990,11.0,15,1.36,53,38,71.7,2,6,3,3,27.3,0,0,0,0,,La Liga,2017-2018
Málaga,Andrés Prieto,ESP,GK,23,1993,4,4,360,4.0,10,2.50,20,10,60.0,0,0,4,0,0.0,2,2,0,0,0.0,La Liga,2017-2018
Málaga,Roberto,ESP,GK,31,1986,34,34,3060,34.0,51,1.50,150,98,68.7,5,5,24,6,17.6,5,4,1,0,20.0,La Liga,2017-2018
Real Madrid,Keylor Navas,CRC,GK,30,1986,27,27,2430,27.0,31,1.15,111,79,73.9,16,7,4,7,25.9,4,2,2,0,50.0,La Liga,2017-2018
Real Madrid,Kiko Casilla,ESP,GK,30,1986,10,10,900,10.0,11,1.10,29,19,62.1,6,2,2,3,30.0,0,0,0,0,,La Liga,2017-2018
Real Madrid,Luca Zidane,FRA,GK,19,1998,1,1,90,1.0,2,2.00,4,2,50.0,0,1,0,0,0.0,0,0,0,0,,La Liga,2017-2018
Real Sociedad,Gerónimo Rulli,ARG,GK,25,1992,26,26,2340,26.0,45,1.73,105,61,61.0,10,5,11,6,23.1,5,4,1,0,20.0,La Liga,2017-2018
Real Sociedad,Miguel Ángel Moyá,ESP,GK,33,1984,9,9,765,8.5,8,0.94,33,24,81.8,3,2,4,2,22.2,3,2,1,0,33.3,La Liga,2017-2018
Real Sociedad,Toño Ramírez,ESP,GK,30,1986,4,3,315,3.5,6,1.71,11,5,45.5,1,0,2,2,66.7,0,0,0,0,,La Liga,2017-2018
Sevilla,David Soria,ESP,GK,24,1993,15,15,1265,14.0,19,1.35,58,40,70.7,7,4,4,5,33.3,3,2,0,1,0.0,La Liga,2017-2018
Sevilla,Sergio Rico,ESP,GK,23,1993,24,23,2155,24.0,39,1.63,92,52,60.9,10,3,10,9,39.1,5,3,1,1,25.0,La Liga,2017-2018
Valencia,Jaume Doménech,ESP,GK,26,1990,5,5,450,5.0,5,1.00,21,16,76.2,4,0,1,2,40.0,0,0,0,0,,La Liga,2017-2018
Valencia,Neto,BRA,GK,28,1989,33,33,2970,33.0,33,1.00,143,108,79.0,18,7,8,10,30.3,5,3,2,0,40.0,La Liga,2017-2018
Villarreal,Andrés Fernández,ESP,GK,30,1986,3,3,225,2.5,6,2.40,16,10,68.8,0,1,2,0,0.0,1,1,0,0,0.0,La Liga,2017-2018
Villarreal,Mariano Barbosa,ARG,GK,33,1984,13,12,1125,12.5,14,1.12,48,34,72.9,6,3,3,5,41.7,1,1,0,0,0.0,La Liga,2017-2018
Villarreal,Sergio Asenjo,ESP,GK,28,1989,23,23,2070,23.0,30,1.30,93,60,71.0,12,3,8,6,26.1,6,3,3,0,50.0,La Liga,2017-2018
Alavés,Antonio Sivera,ESP,GK,21,1996,3,3,270,3.0,4,1.33,13,9,69.2,2,0,1,0,0.0,0,0,0,0,,La Liga,2018-2019
Alavés,Fernando Pacheco,ESP,GK,26,1992,35,35,3150,35.0,46,1.31,154,110,74.0,11,11,13,8,22.9,6,6,0,0,0.0,La Liga,2018-2019
Athletic Club,Iago Herrerín,ESP,GK,30,1988,31,31,2790,31.0,32,1.03,87,55,66.7,12,10,9,10,32.3,3,3,0,0,0.0,La Liga,2018-2019
Athletic Club,Unai Simón,ESP,GK,21,1997,7,7,630,7.0,13,1.86,33,20,66.7,1,4,2,0,0.0,2,2,0,0,0.0,La Liga,2018-2019
Atlético Madrid,Antonio Adán,ESP,GK,31,1987,2,1,90,1.0,2,2.00,7,5,71.4,0,1,0,0,0.0,0,0,0,0,,La Liga,2018-2019
Atlético Madrid,Jan Oblak,SVN,GK,25,1993,37,37,3330,37.0,27,0.73,129,104,82.9,22,9,6,20,54.1,5,5,0,0,0.0,La Liga,2018-2019
Barcelona,Jasper Cillessen,NED,GK,29,1989,3,3,270,3.0,4,1.33,14,10,78.6,1,1,1,1,33.3,1,1,0,0,0.0,La Liga,2018-2019
Barcelona,Marc-André ter Stegen,GER,GK,26,1992,35,35,3150,35.0,32,0.91,116,85,73.3,25,8,2,16,45.7,1,1,0,0,0.0,La Liga,2018-2019
Betis,Joel Robles,ESP,GK,28,1990,5,5,450,5.0,5,1.00,21,16,81.0,2,1,2,1,20.0,1,1,0,0,0.0,La Liga,2018-2019
Betis,Pau López,ESP,GK,23,1994,33,33,2970,33.0,47,1.42,134,86,67.2,12,7,14,10,30.3,4,3,1,0,25.0,La Liga,2018-2019
Celta Vigo,Rubén Blanco,ESP,GK,23,1995,25,25,2250,25.0,40,1.60,109,69,67.0,7,6,12,6,24.0,5,4,0,1,0.0,La Liga,2018-2019
Celta Vigo,Sergio Álvarez,ESP,GK,31,1986,13,13,1170,13.0,22,1.69,58,37,65.5,3,5,5,2,15.4,2,2,0,0,0.0,La Liga,2018-2019
Eibar,Asier Riesgo,ESP,GK,34,1983,15,14,1260,14.0,20,1.43,46,27,56.5,2,8,4,4,28.6,0,0,0,0,,La Liga,2018-2019
Eibar,Marko Dmitrović,SRB,GK,26,1992,24,24,2160,24.0,30,1.25,86,55,68.6,9,6,9,5,20.8,4,3,1,0,25.0,La Liga,2018-2019
Espanyol,Diego López,ESP,GK,36,1981,38,38,3420,38.0,50,1.32,167,117,73.7,14,11,13,10,26.3,8,6,2,0,25.0,La Liga,2018-2019
Getafe,David Soria,ESP,GK,25,1993,37,37,3330,37.0,34,0.92,133,99,77.4,14,14,9,13,35.1,6,4,1,1,20.0,La Liga,2018-2019
Getafe,Leandro Chichizola,ARG,GK,28,1990,1,1,90,1.0,1,1.00,1,0,0.0,1,0,0,0,0.0,0,0,0,0,,La Liga,2018-2019
Girona,Gorka Iraizoz,ESP,GK,37,1981,7,6,558,6.2,10,1.61,39,30,79.5,1,0,5,1,16.7,2,2,0,0,0.0,La Liga,2018-2019
Girona,Yassine Bounou,MAR,GK,27,1991,32,32,2862,31.8,43,1.35,166,124,77.7,8,10,14,8,25.0,6,6,0,0,0.0,La Liga,2018-2019
Huesca,Aleksandar Jovanović,SRB,GK,25,1992,12,12,1080,12.0,19,1.58,46,28,63.0,1,4,7,0,0.0,2,2,0,0,0.0,La Liga,2018-2019
Huesca,Axel Werner,ARG,GK,22,1996,6,6,540,6.0,16,2.67,32,17,53.1,1,1,4,0,0.0,1,1,0,0,0.0,La Liga,2018-2019
Huesca,Roberto Santamaría,ESP,GK,33,1985,20,20,1800,20.0,30,1.50,96,67,75.0,5,7,8,6,30.0,6,6,0,0,0.0,La Liga,2018-2019
Leganés,Andriy Lunin,UKR,GK,19,1999,5,4,364,4.1,5,1.24,19,13,78.9,1,0,3,2,50.0,2,1,1,0,50.0,La Liga,2018-2019
Leganés,Iván Cuéllar,ESP,GK,34,1984,34,34,3056,33.9,38,1.12,115,78,68.7,10,12,12,9,26.5,2,2,0,0,0.0,La Liga,2018-2019
Levante,Aitor Fernández,ESP,GK,27,1991,16,16,1440,16.0,24,1.50,83,60,75.9,4,5,7,2,12.5,4,4,0,0,0.0,La Liga,2018-2019
Levante,Koke Vegas,ESP,GK,22,1995,1,1,90,1.0,2,2.00,8,6,75.0,0,1,0,0,0.0,0,0,0,0,,La Liga,2018-2019
Levante,Oier Olazábal,ESP,GK,28,1989,21,21,1890,21.0,40,1.90,135,95,73.3,7,5,9,5,23.8,5,4,1,0,20.0,La Liga,2018-2019
Rayo Vallecano,Alberto García,ESP,GK,33,1985,17,17,1530,17.0,35,2.06,87,50,60.9,3,4,10,4,23.5,4,1,3,0,75.0,La Liga,2018-2019
Rayo Vallecano,Stole Dimitrievski,MKD,GK,24,1993,21,21,1890,21.0,35,1.67,95,59,69.5,5,4,12,3,14.3,7,6,1,0,14.3,La Liga,2018-2019
Real Madrid,Keylor Navas,CRC,GK,31,1986,10,10,900,10.0,8,0.80,31,23,74.2,6,2,2,4,40.0,0,0,0,0,,La Liga,2018-2019
Real Madrid,Luca Zidane,FRA,GK,20,1998,1,1,90,1.0,2,2.00,3,1,33.3,1,0,0,0,0.0,0,0,0,0,,La Liga,2018-2019
Real Madrid,Thibaut Courtois,BEL,GK,26,1992,27,27,2430,27.0,36,1.33,104,67,71.2,14,3,10,8,29.6,8,6,1,1,14.3,La Liga,2018-2019
Real Sociedad,Gerónimo Rulli,ARG,GK,26,1992,27,27,2430,27.0,35,1.30,109,75,69.7,10,9,8,7,25.9,3,2,1,0,33.3,La Liga,2018-2019
Real Sociedad,Miguel Ángel Moyá,ESP,GK,34,1984,11,11,990,11.0,11,1.00,33,22,66.7,3,2,6,2,18.2,0,0,0,0,,La Liga,2018-2019
Sevilla,Javier Díaz,ESP,GK,21,1997,1,1,90,1.0,1,1.00,2,1,100.0,0,0,1,0,0.0,1,1,0,0,0.0,La Liga,2018-2019
Sevilla,Juan Soriano,ESP,GK,20,1997,4,4,359,4.0,2,0.50,11,9,90.9,4,0,0,2,50.0,1,1,0,0,0.0,La Liga,2018-2019
Sevilla,Tomáš Vaclík,CZE,GK,29,1989,33,33,2970,33.0,44,1.33,143,98,72.0,13,8,12,8,24.2,5,4,1,0,20.0,La Liga,2018-2019
Valencia,Jaume Doménech,ESP,GK,27,1990,4,4,360,4.0,1,0.25,13,12,92.3,2,2,0,3,75.0,0,0,0,0,,La Liga,2018-2019
Valencia,Neto,BRA,GK,29,1989,34,34,3060,34.0,34,1.00,139,106,80.6,13,14,7,10,29.4,8,7,1,0,12.5,La Liga,2018-2019
Valladolid,Jordi Masip,ESP,GK,29,1989,35,35,3150,35.0,45,1.29,143,96,72.0,10,9,16,9,25.7,8,5,3,0,37.5,La Liga,2018-2019
Valladolid,Yoel,ESP,GK,29,1988,3,3,270,3.0,6,2.00,12,6,58.3,0,2,1,0,0.0,1,1,0,0,0.0,La Liga,2018-2019
Villarreal,Andrés Fernández,ESP,GK,31,1986,6,6,540,6.0,7,1.17,23,16,73.9,3,2,1,2,33.3,1,1,0,0,0.0,La Liga,2018-2019
Villarreal,Sergio Asenjo,ESP,GK,29,1989,32,32,2880,32.0,45,1.41,162,119,73.5,7,12,13,9,28.1,4,2,1,1,33.3,La Liga,2018-2019
Alavés,Antonio Sivera,ESP,GK,22,1996,3,3,270,3.0,3,1.00,5,2,60.0,1,1,1,1,33.3,1,1,0,0,0.0,La Liga,2019-2020
Alavés,Fernando Pacheco,ESP,GK,27,1992,27,27,2358,26.2,37,1.41,102,62,71.6,7,7,13,6,22.2,11,8,3,0,27.3,La Liga,2019-2020
Alavés,Roberto,ESP,GK,33,1986,9,8,790,8.8,19,2.16,54,35,70.4,2,1,5,2,25.0,3,3,0,0,0.0,La Liga,2019-2020
Athletic Club,Iago Herrerín,ESP,GK,31,1988,5,4,425,4.7,9,1.91,19,10,52.6,0,3,1,0,0.0,0,0,0,0,,La Liga,2019-2020
Athletic Club,Unai Simón,ESP,GK,22,1997,34,34,2991,33.2,29,0.87,109,82,78.0,13,9,12,12,35.3,7,5,0,2,0.0,La Liga,2019-2020
Atlético Madrid,Antonio Adán,ESP,GK,32,1987,1,0,25,0.3,0,0.00,1,1,100.0,0,0,0,0,,0,0,0,0,,La Liga,2019-2020
Atlético Madrid,Jan Oblak,SVN,GK,26,1993,38,38,3395,37.7,27,0.72,111,87,78.4,18,16,4,17,44.7,4,3,0,1,0.0,La Liga,2019-2020
Barcelona,Marc-André ter Stegen,GER,GK,27,1992,36,36,3240,36.0,36,1.00,116,79,74.1,24,6,6,14,38.9,7,6,1,0,14.3,La Liga,2019-2020
Barcelona,Neto,BRA,GK,30,1989,2,2,180,2.0,2,1.00,3,1,33.3,1,1,0,1,50.0,0,0,0,0,,La Liga,2019-2020
Betis,Daniel Martín,ESP,GK,21,1998,6,5,531,5.9,12,2.03,24,12,50.0,1,0,4,1,20.0,0,0,0,0,,La Liga,2019-2020
Betis,Joel Robles,ESP,GK,29,1990,33,33,2887,32.1,48,1.50,130,83,71.5,9,11,13,5,15.2,11,11,0,0,0.0,La Liga,2019-2020
Celta Vigo,Iván Villar,ESP,GK,22,1997,4,3,280,3.1,5,1.61,11,6,54.5,0,1,2,1,33.3,0,0,0,0,,La Liga,2019-2020
Celta Vigo,Rubén Blanco,ESP,GK,24,1995,33,33,2960,32.9,43,1.31,135,92,71.9,6,14,13,10,30.3,5,5,0,0,0.0,La Liga,2019-2020
Celta Vigo,Sergio Álvarez,ESP,GK,32,1986,4,4,180,2.0,1,0.50,3,2,66.7,1,1,0,1,25.0,0,0,0,0,,La Liga,2019-2020
Eibar,Marko Dmitrović,SRB,GK,27,1992,35,35,3150,35.0,51,1.46,122,71,61.5,9,9,17,10,28.6,5,4,1,0,20.0,La Liga,2019-2020
Eibar,Yoel,ESP,GK,30,1988,4,4,270,3.0,5,1.67,16,10,68.8,2,0,1,1,25.0,1,0,1,0,100.0,La Liga,2019-2020
Espanyol,Diego López,ESP,GK,37,1981,36,36,3232,35.9,58,1.62,160,103,67.5,4,9,23,4,11.1,7,6,1,0,14.3,La Liga,2019-2020
Espanyol,Oier Olazábal,ESP,GK,29,1989,2,2,180,2.0,0,0.00,3,3,100.0,1,1,0,2,100.0,0,0,0,0,,La Liga,2019-2020
Getafe,David Soria,ESP,GK,26,1993,38,38,3420,38.0,37,0.97,109,73,70.6,14,12,12,15,39.5,6,5,1,0,16.7,La Liga,2019-2020
Granada,Aarón Escandell,ESP,GK,23,1995,3,3,270,3.0,3,1.00,14,11,78.6,1,0,2,1,33.3,0,0,0,0,,La Liga,2019-2020
Granada,Rui Silva,POR,GK,25,1994,35,35,3150,35.0,42,1.20,142,99,73.2,15,8,12,12,34.3,5,4,1,0,20.0,La Liga,2019-2020
Leganés,Iván Cuéllar,ESP,GK,35,1984,27,27,2429,27.0,33,1.22,99,65,67.7,7,9,11,7,25.9,2,1,1,0,50.0,La Liga,2019-2020
Leganés,Juan Soriano,ESP,GK,21,1997,11,11,990,11.0,18,1.64,39,22,66.7,1,3,7,1,9.1,5,5,0,0,0.0,La Liga,2019-2020
Levante,Aitor Fernández,ESP,GK,28,1991,36,36,3240,36.0,51,1.42,205,153,76.6,12,7,17,5,13.9,5,3,2,0,40.0,La Liga,2019-2020
Levante,Koke Vegas,ESP,GK,23,1995,2,2,180,2.0,2,1.00,10,8,80.0,2,0,0,1,50.0,1,0,0,1,,La Liga,2019-2020
Mallorca,Fabricio,ESP,GK,31,1987,2,2,90,1.0,3,3.00,6,3,66.7,0,0,1,0,0.0,1,1,0,0,0.0,La Liga,2019-2020
Mallorca,Manolo Reina,ESP,GK,34,1985,36,36,3240,36.0,60,1.67,179,119,74.3,9,5,22,5,13.9,15,14,1,0,6.7,La Liga,2019-2020
Mallorca,Miquel Parera,ESP,GK,23,1996,1,1,90,1.0,2,2.00,5,3,60.0,0,1,0,0,0.0,0,0,0,0,,La Liga,2019-2020
Osasuna,Juan Pérez,ESP,GK,23,1996,2,2,180,2.0,3,1.50,9,6,77.8,1,1,0,0,0.0,1,1,0,0,0.0,La Liga,2019-2020
Osasuna,Rubén,ESP,GK,35,1984,19,18,1583,17.6,24,1.36,54,30,61.1,5,9,4,4,22.2,3,3,0,0,0.0,La Liga,2019-2020
Osasuna,Sergio Herrera,ESP,GK,26,1993,19,18,1655,18.4,27,1.47,80,53,67.5,7,3,8,7,38.9,1,1,0,0,0.0,La Liga,2019-2020
Real Madrid,Alphonse Areola,FRA,GK,26,1993,4,4,360,4.0,5,1.25,14,9,78.6,3,1,0,1,25.0,2,2,0,0,0.0,La Liga,2019-2020
Real Madrid,Thibaut Courtois,BEL,GK,27,1992,34,34,3060,34.0,20,0.59,96,76,79.2,23,8,3,18,52.9,0,0,0,0,,La Liga,2019-2020
Real Sociedad,Miguel Ángel Moyá,ESP,GK,35,1984,13,13,1170,13.0,16,1.23,51,36,68.6,5,4,4,3,23.1,1,0,0,1,,La Liga,2019-2020
Real Sociedad,Álex Remiro,ESP,GK,24,1995,25,25,2250,25.0,32,1.28,93,60,73.1,11,4,10,6,24.0,8,7,1,0,12.5,La Liga,2019-2020
Sevilla,Tomáš Vaclík,CZE,GK,30,1989,33,33,2925,32.5,31,0.95,96,65,69.8,15,12,6,12,36.4,3,2,1,0,33.3,La Liga,2019-2020
Sevilla,Yassine Bounou,MAR,GK,28,1991,6,5,495,5.5,3,0.55,20,17,90.0,4,1,0,4,80.0,1,1,0,0,0.0,La Liga,2019-2020
Valencia,Jasper Cillessen,NED,GK,30,1989,24,24,2096,23.3,30,1.29,109,78,78.0,10,7,7,5,20.8,8,6,2,0,25.0,La Liga,2019-2020
Valencia,Jaume Doménech,ESP,GK,28,1990,15,14,1324,14.7,23,1.56,81,58,72.8,4,4,6,3,21.4,1,1,0,0,0.0,La Liga,2019-2020
Valladolid,Churripi,ESP,GK,25,1994,3,3,244,2.7,3,1.11,13,10,76.9,1,0,2,1,33.3,0,0,0,0,,La Liga,2019-2020
Valladolid,Jordi Masip,ESP,GK,30,1989,35,35,3150,35.0,39,1.11,125,85,73.6,8,15,12,11,31.4,7,6,1,0,14.3,La Liga,2019-2020
Valladolid,Samu Pérez,ESP,GK,22,1997,1,0,26,0.3,1,3.46,1,0,100.0,0,0,0,0,,1,1,0,0,0.0,La Liga,2019-2020
Villarreal,Andrés Fernández,ESP,GK,32,1986,4,4,360,4.0,8,2.00,19,12,73.7,1,2,1,1,25.0,3,3,0,0,0.0,La Liga,2019-2020
Villarreal,Sergio Asenjo,ESP,GK,30,1989,34,34,3060,34.0,41,1.21,145,104,75.2,17,4,13,11,32.4,6,5,1,0,16.7,La Liga,2019-2020
Alavés,Antonio Sivera,ESP,GK,23,1996,1,1,71,0.8,,,1,1,,,,1,,,,,,,,La Liga,2020-2021
Alavés,Fernando Pacheco,ESP,GK,28,1992,38,37,3349,37.2,57,1.53,141,84,61.7,9,11,17,9,24.3,3,3,0,0,0.0,La Liga,2020-2021
Athletic Club,Jokin Ezkieta,ESP,GK,23,1996,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,,La Liga,2020-2021
